Athlete,Nationality,Score,Date,Venue,Place
Muktar EDRIS,ETH,,,,
Muktar EDRIS,ETH,,,,
Muktar EDRIS,ETH,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",1.
Muktar EDRIS,ETH,,12 AUG 2017,"Olympic Stadium, London (GBR)",1.
Muktar EDRIS,ETH,,16 AUG 2013,"Luzhniki Stadion, Moskva (RUS)",7.
Muktar EDRIS,ETH,,14 JUL 2012,"Estadio Olímpico, Barcelona (ESP)",1.
Muktar EDRIS,ETH,,06 JUL 2017,"Stade Olympique de la Pontaise, Lausanne (SUI)",1.
Muktar EDRIS,ETH,,28 MAY 2016,"Hayward Field, Eugene, OR (USA)",1.
Muktar EDRIS,ETH,,14 MAY 2016,"Shanghai Stadium, Shanghai (CHN)",1.
Muktar EDRIS,ETH,,21 AUG 2014,"Olympiastadion, Stockholm (SWE)",1.
Muktar EDRIS,ETH,,,,
Awet Nftalem KIBRAB,NOR,1154,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Awet Nftalem KIBRAB,NOR,1122,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",
Awet Nftalem KIBRAB,NOR,1041,05 JUL 2014,Oordegem (BEL),
Awet Nftalem KIBRAB,NOR,1055,28 JUN 2015,Oslo (NOR),
Awet Nftalem KIBRAB,NOR,1127,29 MAY 2016,Oordegem (BEL),
Awet Nftalem KIBRAB,NOR,757,13 AUG 2017,Harstad (NOR),
Awet Nftalem KIBRAB,NOR,1009,25 SEP 2021,"Bislett Stadion, Oslo (NOR)",
Awet Nftalem KIBRAB,NOR,1025,13 JUL 2022,"Bislett Stadion, Oslo (NOR)",
Awet Nftalem KIBRAB,NOR,1154,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Awet Nftalem KIBRAB,NOR,1122,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",
Awet Nftalem KIBRAB,NOR,1118,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",6.
Awet Nftalem KIBRAB,NOR,1052,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",19.
Awet Nftalem KIBRAB,NOR,1055,22 JUN 2024,"Estádio 1o de Maio, Braga (POR)",1.
Awet Nftalem KIBRAB,NOR,1122,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",3.
Awet Nftalem KIBRAB,NOR,1154,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Awet Nftalem KIBRAB,NOR,1122,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Awet Nftalem KIBRAB,NOR,,,,
Bob LIKING,USA,1176,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Bob LIKING,USA,1158,02 DEC 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Bob LIKING,USA,1176,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Bob LIKING,USA,984,16 APR 2021,"Billy Hayes T& F Complex, Bloomington, IN (USA)",
Bob LIKING,USA,1077,23 APR 2022,"Hayward Field, Eugene, OR (USA)",
Bob LIKING,USA,1109,14 APR 2023,"Cougar Athletic Stadium, Azusa, CA (USA)",
Bob LIKING,USA,1176,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Bob LIKING,USA,1158,02 DEC 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Bob LIKING,USA,1009,23 FEB 2024,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",2.
Bob LIKING,USA,1140,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",5.
Bob LIKING,USA,1176,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",4.
Bob LIKING,USA,1073,27 JUN 2024,"Hayward Field, Eugene, OR (USA)",10.
Bob LIKING,USA,1176,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Bob LIKING,USA,1158,02 DEC 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Bob LIKING,USA,1176,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Bob LIKING,USA,,,,
Sebastian FREY,AUT,1135,15 JUN 2024,"Stadion De Veen, Heusden-Zolder (BEL)",
Sebastian FREY,AUT,1171,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Sebastian FREY,AUT,1135,15 JUN 2024,"Stadion De Veen, Heusden-Zolder (BEL)",
Sebastian FREY,AUT,1171,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Sebastian FREY,AUT,984,19 JUN 2021,"Sportanlage am Weinweg, Regensburg (GER)",
Sebastian FREY,AUT,1068,02 JUL 2022,"Stadion De Veen, Heusden-Zolder (BEL)",
Sebastian FREY,AUT,993,22 JUL 2023,"Atletski Stadion, Kraljevo (SRB)",
Sebastian FREY,AUT,1135,15 JUN 2024,"Stadion De Veen, Heusden-Zolder (BEL)",
Sebastian FREY,AUT,1171,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Sebastian FREY,AUT,,25 MAY 2024,"Atatürk Stadyumu, Izmir (TUR)",1.
Sebastian FREY,AUT,,22 JUL 2023,"Atletski Stadion, Kraljevo (SRB)",1.
Sebastian FREY,AUT,1121,19 MAY 2024,"Bungertstadion, Rehlingen (GER)",4.
Sebastian FREY,AUT,1081,25 MAY 2024,"Atatürk Stadyumu, Izmir (TUR)",1.
Sebastian FREY,AUT,1135,15 JUN 2024,"Stadion De Veen, Heusden-Zolder (BEL)",7.
Sebastian FREY,AUT,1105,22 JUN 2024,"LAZ Wien, Wien (AUT)",1.
Sebastian FREY,AUT,1105,22 JUN 2024,"LAZ Wien, Wien (AUT)",17.
Sebastian FREY,AUT,1171,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",4.
Sebastian FREY,AUT,1130,10 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",16.
Sebastian FREY,AUT,,14 JUL 2023,"Leppävaaran Stadion, Espoo (FIN)",15.
Sebastian FREY,AUT,,14 JUL 2023,"Leppävaaran Stadion, Espoo (FIN)",15.
Sebastian FREY,AUT,1135,15 JUN 2024,"Stadion De Veen, Heusden-Zolder (BEL)",
Sebastian FREY,AUT,1171,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Sebastian FREY,AUT,1135,15 JUN 2024,"Stadion De Veen, Heusden-Zolder (BEL)",
Sebastian FREY,AUT,1171,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,25 MAY 2024,"Atatürk Stadyumu, Izmir (TUR)",1.
Sebastian FREY,AUT,,22 JUL 2023,"Atletski Stadion, Kraljevo (SRB)",1.
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Sebastian FREY,AUT,,,,
Bastien AUGUSTO,FRA,1149,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",
Bastien AUGUSTO,FRA,1149,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",
Bastien AUGUSTO,FRA,969,25 MAY 2019,"Putbosstadion, Oordegem (BEL)",
Bastien AUGUSTO,FRA,977,12 SEP 2020,"Stadium Municipal, Albi (FRA)",
Bastien AUGUSTO,FRA,1040,10 JUN 2023,Montesson (FRA),
Bastien AUGUSTO,FRA,1149,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",
Bastien AUGUSTO,FRA,1149,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",4.
Bastien AUGUSTO,FRA,1138,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",10.
Bastien AUGUSTO,FRA,1128,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",4.
Bastien AUGUSTO,FRA,1088,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",19.
Bastien AUGUSTO,FRA,1033,28 JUN 2024,"Stade Josette et Roger Mikulak, Angers (FRA)",8.
Bastien AUGUSTO,FRA,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",19.
Bastien AUGUSTO,FRA,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",19.
Bastien AUGUSTO,FRA,1149,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",
Bastien AUGUSTO,FRA,1149,12 APR 2024,"Cougar Athletic Stadium, Azusa, CA (USA)",
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Bastien AUGUSTO,FRA,,,,
Kazuya SHIOJIRI,JPN,1150,10 DEC 2021,"Takebishi Stadium, Kyoto (JPN)",
Kazuya SHIOJIRI,JPN,1124,19 MAY 2024,"National Stadium, Tokyo (JPN)",
Kazuya SHIOJIRI,JPN,982,21 OCT 2014,Nagasaki (JPN),
Kazuya SHIOJIRI,JPN,1014,26 MAR 2016,Chiba (JPN),
Kazuya SHIOJIRI,JPN,1091,01 APR 2017,Kumamoto (JPN),
Kazuya SHIOJIRI,JPN,1068,22 APR 2018,Yokohama (JPN),
Kazuya SHIOJIRI,JPN,1099,04 MAY 2019,Nobeoka (JPN),
Kazuya SHIOJIRI,JPN,1068,18 JUL 2020,"Aoba Park Athletic Field, Chitose (JPN)",
Kazuya SHIOJIRI,JPN,1150,10 DEC 2021,"Takebishi Stadium, Kyoto (JPN)",
Kazuya SHIOJIRI,JPN,1105,22 JUN 2022,"Athletics Stadium, Fukagawa (JPN)",
Kazuya SHIOJIRI,JPN,1138,01 JUN 2023,"Yanmar Stadium Nagai, Osaka (JPN)",
Kazuya SHIOJIRI,JPN,1124,19 MAY 2024,"National Stadium, Tokyo (JPN)",
Kazuya SHIOJIRI,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",2.
Kazuya SHIOJIRI,JPN,,01 JUN 2023,"Yanmar Stadium Nagai, Osaka (JPN)",1.
Kazuya SHIOJIRI,JPN,1121,13 APR 2024,"Egao Kenko Stadium, Kumamoto (JPN)",7.
Kazuya SHIOJIRI,JPN,1124,19 MAY 2024,"National Stadium, Tokyo (JPN)",6.
Kazuya SHIOJIRI,JPN,1073,28 JUN 2024,"Denka Big Swan Stadium, Niigata (JPN)",18.
Kazuya SHIOJIRI,JPN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",35.
Kazuya SHIOJIRI,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",2.
Kazuya SHIOJIRI,JPN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",35.
Kazuya SHIOJIRI,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",2.
Kazuya SHIOJIRI,JPN,1150,10 DEC 2021,"Takebishi Stadium, Kyoto (JPN)",
Kazuya SHIOJIRI,JPN,1124,19 MAY 2024,"National Stadium, Tokyo (JPN)",
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",2.
Kazuya SHIOJIRI,JPN,,01 JUN 2023,"Yanmar Stadium Nagai, Osaka (JPN)",1.
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Kazuya SHIOJIRI,JPN,,,,
Sergio JIMÉNEZ,ESP,1161,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Sergio JIMÉNEZ,ESP,1161,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Sergio JIMÉNEZ,ESP,1067,02 JUN 2018,Los Corrales de Buelna (ESP),
Sergio JIMÉNEZ,ESP,1098,20 JUL 2019,Heusden-Zolder (BEL),
Sergio JIMÉNEZ,ESP,1089,04 JUL 2020,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",
Sergio JIMÉNEZ,ESP,1105,03 JUL 2021,"Stadion De Veen, Heusden-Zolder (BEL)",
Sergio JIMÉNEZ,ESP,1121,18 MAY 2023,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",
Sergio JIMÉNEZ,ESP,1161,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Sergio JIMÉNEZ,ESP,1134,30 APR 2024,"Estadio Iberoamericano, Huelva (ESP)",6.
Sergio JIMÉNEZ,ESP,1109,11 MAY 2024,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",1.
Sergio JIMÉNEZ,ESP,1161,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",10.
Sergio JIMÉNEZ,ESP,1056,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",24.
Sergio JIMÉNEZ,ESP,0,15 JUN 2024,"Stadion De Veen, Heusden-Zolder (BEL)",
Sergio JIMÉNEZ,ESP,0,28 JUN 2024,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",
Sergio JIMÉNEZ,ESP,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",24.
Sergio JIMÉNEZ,ESP,,10 AUG 2019,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",4.
Sergio JIMÉNEZ,ESP,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",24.
Sergio JIMÉNEZ,ESP,,10 AUG 2019,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",4.
Sergio JIMÉNEZ,ESP,1161,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Sergio JIMÉNEZ,ESP,1161,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Sergio JIMÉNEZ,ESP,,,,
Per SVELA,NOR,1142,12 JUL 2024,"Morton Stadium, Dublin (IRL)",
Per SVELA,NOR,1142,12 JUL 2024,"Morton Stadium, Dublin (IRL)",
Per SVELA,NOR,876,16 SEP 2015,Oslo (NOR),
Per SVELA,NOR,969,16 JUL 2016,Heusden-Zolder (BEL),
Per SVELA,NOR,1053,27 MAY 2017,Oordegem (BEL),
Per SVELA,NOR,1063,21 JUL 2018,Heusden-Zolder (BEL),
Per SVELA,NOR,1084,25 MAY 2019,"Putbosstadion, Oordegem (BEL)",
Per SVELA,NOR,1123,14 AUG 2020,"Stade Louis II, Monaco (MON)",
Per SVELA,NOR,1092,03 JUL 2021,"Stadion De Veen, Heusden-Zolder (BEL)",
Per SVELA,NOR,1107,02 JUL 2022,"Stadion De Veen, Heusden-Zolder (BEL)",
Per SVELA,NOR,1129,27 MAY 2023,"Putbosstadion, Oordegem (BEL)",
Per SVELA,NOR,1142,12 JUL 2024,"Morton Stadium, Dublin (IRL)",
Per SVELA,NOR,1138,30 APR 2024,"Estadio Iberoamericano, Huelva (ESP)",4.
Per SVELA,NOR,1117,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",17.
Per SVELA,NOR,1072,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",21.
Per SVELA,NOR,1122,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",4.
Per SVELA,NOR,1142,12 JUL 2024,"Morton Stadium, Dublin (IRL)",4.
Per SVELA,NOR,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",21.
Per SVELA,NOR,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",21.
Per SVELA,NOR,1142,12 JUL 2024,"Morton Stadium, Dublin (IRL)",
Per SVELA,NOR,1142,12 JUL 2024,"Morton Stadium, Dublin (IRL)",
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Per SVELA,NOR,,,,
Célestin NDIKUMANA,BDI,1163,02 JUN 2024,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",
Célestin NDIKUMANA,BDI,1163,02 JUN 2024,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",
Célestin NDIKUMANA,BDI,967,04 APR 2021,Bujumbura (BDI),
Célestin NDIKUMANA,BDI,1033,10 SEP 2022,"Stadio Zatopek, Campi Bisenzio (ITA)",
Célestin NDIKUMANA,BDI,1142,05 MAY 2023,"Stadio Narciso Soldan, Conegliano (ITA)",
Célestin NDIKUMANA,BDI,1163,02 JUN 2024,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",
Célestin NDIKUMANA,BDI,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",6.
Célestin NDIKUMANA,BDI,1049,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",6.
Célestin NDIKUMANA,BDI,1097,27 APR 2024,"Arena Civica Gianni Brera, Milano (ITA)",1.
Célestin NDIKUMANA,BDI,986,12 MAY 2024,"Stadio Guidobaldi, Rieti (ITA)",1.
Célestin NDIKUMANA,BDI,1163,02 JUN 2024,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",3.
Célestin NDIKUMANA,BDI,1127,22 JUN 2024,"LAZ Wien, Wien (AUT)",14.
Célestin NDIKUMANA,BDI,1153,06 JUL 2024,"Parc des Sports, Maisons-Laffitte (FRA)",8.
Célestin NDIKUMANA,BDI,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",6.
Célestin NDIKUMANA,BDI,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",6.
Célestin NDIKUMANA,BDI,1163,02 JUN 2024,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",
Célestin NDIKUMANA,BDI,1163,02 JUN 2024,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",6.
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Célestin NDIKUMANA,BDI,,,,
Florian BREMM,GER,1166,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Florian BREMM,GER,1115,10 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Florian BREMM,GER,1166,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Florian BREMM,GER,1115,10 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Florian BREMM,GER,864,19 MAY 2018,Karlsruhe (GER),
Florian BREMM,GER,834,18 MAY 2019,Karlsruhe (GER),
Florian BREMM,GER,798,18 SEP 2021,"Stadium Lido, Locarno (SUI)",
Florian BREMM,GER,1060,02 JUL 2022,"Stadion De Veen, Heusden-Zolder (BEL)",
Florian BREMM,GER,1099,27 MAY 2023,"Putbosstadion, Oordegem (BEL)",
Florian BREMM,GER,1166,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Florian BREMM,GER,1115,10 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Florian BREMM,GER,,28 JUN 2024,"Eintracht-Stadion, Braunschweig (GER)",1.
Florian BREMM,GER,,09 JUL 2023,"Auestadion, Kassel (GER)",1.
Florian BREMM,GER,1079,30 APR 2024,"Estadio Iberoamericano, Huelva (ESP)",13.
Florian BREMM,GER,1117,19 MAY 2024,"Bungertstadion, Rehlingen (GER)",5.
Florian BREMM,GER,1166,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",9.
Florian BREMM,GER,1059,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",23.
Florian BREMM,GER,1035,22 JUN 2024,"LAZ Wien, Wien (AUT)",23.
Florian BREMM,GER,1073,28 JUN 2024,"Eintracht-Stadion, Braunschweig (GER)",1.
Florian BREMM,GER,1115,10 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",4.
Florian BREMM,GER,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",23.
Florian BREMM,GER,1166,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Florian BREMM,GER,1115,10 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Florian BREMM,GER,1166,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Florian BREMM,GER,1115,10 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,28 JUN 2024,"Eintracht-Stadion, Braunschweig (GER)",1.
Florian BREMM,GER,,09 JUL 2023,"Auestadion, Kassel (GER)",1.
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,,,
Florian BREMM,GER,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",23.
Hyuga ENDO,JPN,1171,04 MAY 2022,"Nishishina Athletic Stadium, Nobeoka (JPN)",
Hyuga ENDO,JPN,1159,08 FEB 2019,"Boston, MA (USA) (i)",
Hyuga ENDO,JPN,1136,19 MAY 2024,"National Stadium, Tokyo (JPN)",
Hyuga ENDO,JPN,1003,07 DEC 2014,Yokohama (JPN),
Hyuga ENDO,JPN,1031,05 JUL 2015,Shibetsu (JPN),
Hyuga ENDO,JPN,1040,02 APR 2016,Tokyo (JPN),
Hyuga ENDO,JPN,1072,03 DEC 2017,Yokohama (JPN),
Hyuga ENDO,JPN,1068,21 JUL 2018,Heusden-Zolder (BEL),
Hyuga ENDO,JPN,1159,08 FEB 2019,"Boston, MA (USA) (i)",
Hyuga ENDO,JPN,1141,18 JUL 2020,"Aoba Park Athletic Field, Chitose (JPN)",
Hyuga ENDO,JPN,1150,10 DEC 2021,"Takebishi Stadium, Kyoto (JPN)",
Hyuga ENDO,JPN,1171,04 MAY 2022,"Nishishina Athletic Stadium, Nobeoka (JPN)",
Hyuga ENDO,JPN,1134,01 JUN 2023,"Yanmar Stadium Nagai, Osaka (JPN)",
Hyuga ENDO,JPN,1136,19 MAY 2024,"National Stadium, Tokyo (JPN)",
Hyuga ENDO,JPN,1159,08 FEB 2019,"Boston, MA (USA) (i)",
Hyuga ENDO,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",1.
Hyuga ENDO,JPN,,09 JUN 2022,"Yanmar Stadium Nagai, Osaka (JPN)",1.
Hyuga ENDO,JPN,,24 JUN 2021,"Yanmar Stadium Nagai, Osaka (JPN)",1.
Hyuga ENDO,JPN,0,28 APR 2024,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",
Hyuga ENDO,JPN,1136,19 MAY 2024,"National Stadium, Tokyo (JPN)",4.
Hyuga ENDO,JPN,1024,28 JUN 2024,"Denka Big Swan Stadium, Niigata (JPN)",24.
Hyuga ENDO,JPN,0,20 JUL 2024,"Aoba Park Athletic Field, Chitose (JPN)",
Hyuga ENDO,JPN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",34.
Hyuga ENDO,JPN,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",31.
Hyuga ENDO,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",1.
Hyuga ENDO,JPN,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",13.
Hyuga ENDO,JPN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",34.
Hyuga ENDO,JPN,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",31.
Hyuga ENDO,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",1.
Hyuga ENDO,JPN,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",13.
Hyuga ENDO,JPN,1171,04 MAY 2022,"Nishishina Athletic Stadium, Nobeoka (JPN)",
Hyuga ENDO,JPN,1159,08 FEB 2019,"Boston, MA (USA) (i)",
Hyuga ENDO,JPN,1136,19 MAY 2024,"National Stadium, Tokyo (JPN)",
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,16 JUL 2023,"Supachalasai National Stadium, Bangkok (THA)",1.
Hyuga ENDO,JPN,,09 JUN 2022,"Yanmar Stadium Nagai, Osaka (JPN)",1.
Hyuga ENDO,JPN,,24 JUN 2021,"Yanmar Stadium Nagai, Osaka (JPN)",1.
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Hyuga ENDO,JPN,,,,
Sean MCGORTY,USA,1202,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Sean MCGORTY,USA,1228,12 FEB 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Sean MCGORTY,USA,1144,30 JUN 2024,"Hayward Field, Eugene, OR (USA)",
Sean MCGORTY,USA,1076,04 MAY 2014,"Palo Alto, CA (USA)",
